268.4,13.0,440.2,349.0,7.5,0
267.8,13.0,442.4,359.2,7.5,0
267.0,13.0,443.8,368.0,7.5,0
266.4,13.0,446.6,376.2,7.5,0
266.0,13.0,448.6,383.4,7.5,0
266.2,13.0,450.2,386.8,7.5,0
266.2,13.4,451.4,387.0,7.5,0
266.0,13.2,453.0,388.6,7.5,0
266.0,13.8,455.4,393.0,7.5,0
266.8,14.0,456.0,394.6,7.5,0
267.0,14.0,456.6,396.0,7.5,0
267.2,14.0,457.0,396.6,7.5,0
268.0,14.0,457.0,396.6,7.5,0
268.0,14.0,457.0,397.8,7.5,0
267.8,14.0,456.0,396.2,7.5,0
267.0,14.0,456.2,396.8,7.5,0
267.0,14.0,456.0,396.2,7.5,0
267.0,14.0,457.0,397.8,7.5,0
267.0,14.0,457.4,398.0,7.5,0
266.2,14.0,458.6,399.8,7.5,0
265.8,14.0,460.0,401.0,7.5,0
266.8,14.0,459.8,400.2,7.5,0
267.0,14.0,459.8,400.0,7.5,0
267.4,14.0,459.0,398.6,7.5,0
268.0,14.0,459.0,398.0,7.5,0
267.8,14.0,458.8,397.2,7.5,0
268.0,14.0,458.2,394.4,7.5,0
268.4,14.0,458.4,392.4,7.5,0
269.0,14.0,458.0,392.6,7.5,0
268.4,14.0,458.4,394.4,7.5,0
267.6,14.0,459.4,397.2,7.5,0
268.2,14.0,460.0,398.0,7.5,0
269.2,14.0,459.8,397.2,7.5,0
269.0,14.0,461.0,398.6,7.5,0
269.2,14.0,461.6,400.2,7.5,0
269.8,14.0,461.2,400.2,7.5,0
269.6,14.0,460.6,401.2,7.5,0
269.0,14.0,460.4,400.2,7.5,0
268.0,14.0,459.6,401.0,7.5,0
268.6,14.0,460.0,401.4,7.5,0
270.0,14.0,460.8,402.2,7.5,0
270.4,14.0,461.8,404.4,7.5,0
271.0,14.0,459.2,398.0,7.5,0
270.6,14.0,457.8,393.2,7.5,0
270.0,13.8,455.8,387.6,7.5,0
269.8,14.0,456.4,387.4,7.5,0
268.6,13.6,455.2,383.6,7.5,0
268.0,13.2,452.8,378.0,7.5,0
268.2,13.0,450.8,373.2,7.5,0
269.4,13.0,446.4,356.0,7.5,0
270.6,13.0,438.4,337.0,7.5,0
270.6,13.0,439.0,339.8,7.5,0
270.0,13.0,441.0,343.6,7.5,0
269.4,13.0,443.8,350.8,7.5,0
