264.8,13.0,296.2,511.6,0,0
265.0,13.0,296.4,512.2,0,0
264.8,13.0,296.4,516.4,0,0
264.8,13.0,297.0,520.8,0,0
265.4,13.0,297.0,518.6,0,0
265.2,13.0,296.8,519.0,0,0
265.4,13.2,297.0,523.4,0,0
265.2,13.0,297.0,525.0,0,0
265.0,13.4,297.0,527.0,0,0
264.2,14.0,297.4,531.6,0,0
264.8,13.8,298.0,533.8,0,0
265.4,14.0,298.0,533.6,0,0
266.0,14.0,298.0,536.2,0,0
265.4,13.8,297.4,535.6,0,0
265.4,14.0,297.4,535.6,0,0
265.0,14.0,297.6,538.0,0,0
264.0,14.0,297.0,539.2,0,0
264.0,14.0,298.0,542.2,0,0
264.8,14.0,298.0,543.0,0,0
265.0,14.0,297.6,544.0,0,0
265.2,14.0,296.6,545.6,0,0
266.0,14.0,297.0,545.8,0,0
267.0,14.0,297.4,545.4,0,0
266.0,14.0,297.0,548.2,0,0
265.4,14.0,297.0,551.6,0,0
264.4,14.0,296.4,553.0,0,0
262.6,14.0,293.6,550.0,0,0
262.4,14.0,293.6,552.6,0,0
261.4,14.0,292.0,553.8,0,0
260.8,14.0,292.0,552.8,0,0
260.8,14.0,293.6,554.2,0,0
261.0,14.0,293.6,556.6,0,0
260.4,14.0,294.2,559.0,0,0
259.6,14.0,293.8,557.0,0,0
259.0,14.0,295.4,559.4,0,0
259.8,14.0,296.0,563.8,0,0
261.0,14.0,296.6,565.8,0,0
261.4,14.0,296.8,566.6,0,0
261.0,14.0,296.0,570.6,0,0
261.0,14.0,296.0,574.4,0,0
261.0,14.0,296.8,577.4,0,0
261.0,14.0,297.0,580.0,0,0
261.0,14.0,297.0,584.8,0,0
260.2,14.0,297.6,587.0,0,0
258.8,14.0,297.0,589.4,0,0
257.8,14.0,298.4,592.6,0,0
257.0,14.0,299.2,597.6,0,0
257.0,14.2,300.4,604.4,0,0
258.2,14.4,299.2,609.6,0,0
258.6,15.0,299.6,614.0,0,0
259.6,15.0,300.2,619.0,0,0
260.6,15.0,300.8,624.6,0,0
261.0,15.0,301.0,629.6,0,0
261.2,15.0,301.6,634.8,0,0
262.0,15.0,302.2,639.0,0,0
262.0,15.0,302.6,643.0,0,0
262.4,15.0,303.0,646.8,0,0
262.8,15.0,303.0,650.8,0,0
262.0,15.0,303.0,654.0,0,0
262.8,15.0,303.2,657.0,0,0
262.0,15.0,303.0,660.2,0,0
262.0,15.0,303.8,663.0,0,0
262.0,15.0,304.2,665.2,0,0
262.0,15.0,305.0,666.8,0,0
262.0,15.0,305.4,668.0,0,0
262.0,15.0,306.0,669.6,0,0
263.0,15.2,306.0,671.0,0,0
263.6,15.0,306.4,672.0,0,0
262.8,15.0,307.0,673.4,0,0
263.0,15.0,307.0,674.2,0,0
263.0,15.2,306.4,675.6,0,0
263.0,15.4,306.8,677.0,0,0
263.8,15.8,306.8,678.8,0,0
263.8,15.2,306.4,680.2,0,0
263.2,15.6,306.8,681.6,0,0
264.0,15.8,307.0,683.2,0,0
264.0,16.0,307.0,684.4,0,0
264.0,15.8,307.0,686.6,0,0
264.4,16.0,307.0,689.0,0,0
264.4,16.0,308.0,690.6,0,0
264.0,16.0,307.4,691.8,0,0
263.4,16.0,307.2,693.4,0,0
262.0,16.0,307.0,696.4,0,0
262.2,16.0,307.8,697.8,0,0
262.2,16.0,308.0,700.6,0,0
263.8,16.0,308.0,701.8,0,0
263.8,16.0,306.8,702.8,0,0
262.0,16.0,307.8,705.8,0,0
262.0,16.0,308.8,706.8,0,0
261.0,16.0,308.0,707.4,0,0
260.2,16.0,308.0,710.2,0,0
262.2,16.0,309.6,712.0,0,0
262.6,16.0,309.6,712.8,0,0
261.6,16.0,310.0,713.2,0,0
261.0,16.0,310.0,713.4,0,0
261.0,16.0,310.0,713.0,0,0
261.0,16.0,311.0,713.0,0,0
259.4,16.0,311.0,711.8,0,0
259.0,16.0,311.4,709.8,0,0
259.6,16.0,310.4,708.2,0,0
260.0,16.0,309.2,707.2,0,0
259.2,16.0,310.0,701.8,0,0
260.8,16.0,309.4,687.2,0,0
259.2,15.0,305.6,657.8,0,0
258.8,14.4,303.4,601.8,0,0
261.2,14.0,303.0,559.4,0,0
262.0,13.4,304.0,516.8,0,0
263.0,13.2,304.0,512.2,0,0
263.4,13.2,303.8,524.6,0,0
264.0,14.0,303.6,543.8,0,0
265.4,14.0,305.4,568.4,0,0
265.8,14.0,305.2,574.6,0,0
265.0,14.0,306.0,585.2,0,0
265.0,14.8,306.0,596.6,0,0
265.0,15.0,306.2,605.6,0,0
265.6,15.0,307.0,616.2,0,0
266.0,15.0,307.4,623.6,0,0
266.0,15.0,307.4,630.0,0,0
266.2,15.0,307.0,637.6,0,0
266.0,15.0,307.4,643.0,0,0
265.8,15.0,308.0,648.4,0,0
265.6,15.0,309.0,654.0,0,0
264.0,15.0,309.0,659.6,0,0
265.4,15.0,307.8,663.4,0,0
264.6,15.0,307.8,668.8,0,0
266.0,15.2,308.0,672.2,0,0
264.8,15.6,308.0,676.0,0,0
264.2,15.8,307.4,677.8,0,0
262.8,15.8,307.8,679.0,0,0
261.8,15.6,308.4,679.6,0,0
262.4,15.6,309.0,680.0,0,0
263.8,15.6,309.0,680.4,0,0
265.0,15.8,308.4,680.2,0,0
265.8,15.8,308.0,680.0,0,0
266.0,15.6,308.0,680.0,0,0
266.0,15.6,308.6,680.0,0,0
