312.6,13.8,412.4,224.0,15,0
313.0,14.0,414.0,224.0,15,0
313.0,14.0,410.6,224.0,15,0
313.0,13.0,397.6,223.4,15,0
313.0,13.0,398.2,223.8,15,0
313.0,13.2,402.0,223.4,15,0
312.6,13.2,396.6,223.2,15,0
312.0,13.0,391.0,223.0,15,0
311.0,13.0,388.6,223.0,15,0
310.6,13.0,391.0,223.2,15,0
311.0,13.0,392.4,223.0,15,0
311.0,13.0,391.8,223.0,15,0
310.8,13.0,395.2,223.0,15,0
310.0,13.0,403.2,223.6,15,0
310.0,13.6,407.6,224.0,15,0
310.8,13.6,409.4,224.0,15,0
312.6,14.0,412.2,224.0,15,0
313.0,14.0,414.4,224.0,15,0
313.2,14.0,415.0,224.0,15,0
314.0,14.0,416.8,224.0,15,0
314.2,14.0,418.0,224.0,15,0
315.0,14.0,417.8,224.0,15,0
315.0,14.0,416.4,224.0,15,0
315.0,14.0,411.6,224.0,15,0
315.2,14.0,412.4,224.0,15,0
314.8,14.0,420.8,224.0,15,0
315.0,14.0,416.6,224.0,15,0
314.2,14.0,412.2,224.0,15,0
314.8,14.0,408.6,224.0,15,0
314.2,14.0,414.6,224.0,15,0
313.8,14.0,416.8,224.0,15,0
315.0,14.0,416.6,224.0,15,0
315.0,14.0,419.6,224.0,15,0
315.6,14.0,421.2,224.0,15,0
316.0,14.0,422.0,224.0,15,0
316.0,14.0,421.8,224.0,15,0
315.2,14.0,425.4,224.0,15,0
314.8,14.0,424.0,224.0,15,0
314.2,14.0,425.0,224.0,15,0
314.2,14.0,425.8,224.0,15,0
314.8,14.0,424.8,224.0,15,0
314.0,14.0,428.8,224.0,15,0
313.0,14.0,429.2,224.0,15,0
313.0,14.0,431.8,224.0,15,0
314.2,14.0,436.8,224.0,15,0
315.0,14.0,444.4,224.0,15,0
315.2,14.0,448.4,224.0,15,0
315.0,14.0,446.4,224.0,15,0
315.0,14.0,439.2,224.0,15,0
315.0,14.0,437.0,224.0,15,0
314.2,14.0,436.2,224.0,15,0
313.2,14.0,436.4,224.0,15,0
312.4,14.0,438.4,224.0,15,0
311.0,14.0,439.4,224.0,15,0
310.4,14.0,446.4,224.0,15,0
310.4,14.0,456.4,224.0,15,0
310.2,14.0,459.8,224.0,15,0
311.0,14.0,460.6,224.0,15,0
311.6,14.0,460.4,224.0,15,0
312.6,14.0,458.8,224.0,15,0
313.2,14.0,462.2,224.0,15,0
314.0,14.0,465.2,224.0,15,0
314.0,14.2,466.6,224.0,15,0
315.0,14.2,465.6,224.0,15,0
315.0,14.0,465.0,224.0,15,0
315.0,14.0,462.0,224.0,15,0
315.0,14.0,462.0,224.0,15,0
315.0,14.0,460.8,224.0,15,0
315.0,14.0,461.0,224.0,15,0
314.8,14.0,458.4,224.0,15,0
315.0,14.0,453.4,224.0,15,0
315.0,14.0,454.4,224.0,15,0
315.0,14.0,456.0,224.0,15,0
315.0,14.0,456.6,224.0,15,0
315.0,14.0,457.6,224.0,15,0
315.0,14.0,460.8,224.0,15,0
315.0,14.0,462.2,224.0,15,0
315.0,14.0,462.0,224.0,15,0
315.0,14.0,459.0,224.0,15,0
315.0,14.0,458.0,224.0,15,0
315.0,14.0,457.6,224.0,15,0
315.0,14.0,457.2,224.0,15,0
314.6,14.2,455.4,224.0,15,0
314.0,14.0,456.8,224.0,15,0
314.0,14.0,458.0,224.0,15,0
