358,25,333,232,7.5,15.0,[346.   24.  340.  231.6],13.934130758680285
361,25,329,232,7.5,15.0,[346.   24.  340.  231.6],18.63223014027038
366,25,327,232,7.5,15.0,[346.   24.  340.  231.6],23.87802336877992
369,25,324,232,7.5,15.0,[346.   24.  340.  231.6],28.03854489805061
370,25,322,232,7.5,15.0,[346.   24.  340.  231.6],30.01932710771512
372,25,321,232,7.5,15.0,[346.   24.  340.  231.6],32.22049037491515
374,25,321,232,7.5,15.0,[346.   24.  340.  231.6],33.85498486190771
375,25,320,232,7.5,15.0,[346.   24.  340.  231.6],35.24429031772381
376,25,320,232,7.5,15.0,[346.   24.  340.  231.6],36.07159547344697
377,25,321,232,7.5,15.0,[346.   24.  340.  231.6],36.37526632204911
377,25,320,232,7.5,15.0,[346.   24.  340.  231.6],36.90745182209143
377,25,320,232,7.5,15.0,[346.   24.  340.  231.6],36.90745182209143
378,25,320,232,7.5,15.0,[346.   24.  340.  231.6],37.75129136864062
378,25,319,232,7.5,15.0,[346.   24.  340.  231.6],38.29046878793729
379,25,319,232,7.5,15.0,[346.   24.  340.  231.6],39.13003961153119
379,25,318,232,7.5,15.0,[346.   24.  340.  231.6],39.675685249280825
379,25,318,232,7.5,15.0,[346.   24.  340.  231.6],39.675685249280825
380,25,317,232,7.5,15.0,[346.   24.  340.  231.6],41.0628786131708
380,25,316,232,7.5,15.0,[346.   24.  340.  231.6],41.63123827127894
380,25,315,232,7.5,15.0,[346.   24.  340.  231.6],42.21563691335238
380,25,315,232,7.5,15.0,[346.   24.  340.  231.6],42.21563691335238
381,25,314,232,7.5,15.0,[346.   24.  340.  231.6],43.61375929680908
381,25,313,232,7.5,15.0,[346.   24.  340.  231.6],44.21719122694249
382,25,313,232,7.5,15.0,[346.   24.  340.  231.6],45.01288704360119
382,25,312,232,7.5,15.0,[346.   24.  340.  231.6],45.619732572648864
382,25,312,232,7.5,15.0,[346.   24.  340.  231.6],45.619732572648864
382,25,312,232,7.5,15.0,[346.   24.  340.  231.6],45.619732572648864
383,25,312,232,7.5,15.0,[346.   24.  340.  231.6],46.412929233135024
383,25,312,232,7.5,15.0,[346.   24.  340.  231.6],46.412929233135024
384,25,312,232,7.5,15.0,[346.   24.  340.  231.6],47.2139809802139
384,25,312,232,7.5,15.0,[346.   24.  340.  231.6],47.2139809802139
384,25,311,232,7.5,15.0,[346.   24.  340.  231.6],47.81380553773146
384,25,310,232,7.5,15.0,[346.   24.  340.  231.6],48.42685205544544
384,25,309,232,7.5,15.0,[346.   24.  340.  231.6],49.05262480234875
384,25,308,232,7.5,15.0,[346.   24.  340.  231.6],49.690642982356344
385,25,308,232,7.5,15.0,[346.   24.  340.  231.6],50.45948870133347
385,24,307,232,7.5,15.0,[346.   24.  340.  231.6],51.08972499436653
386,25,307,232,7.5,15.0,[346.   24.  340.  231.6],51.86675235639879
386,25,307,232,7.5,15.0,[346.   24.  340.  231.6],51.86675235639879
386,25,307,232,7.5,15.0,[346.   24.  340.  231.6],51.86675235639879
386,25,307,232,7.5,15.0,[346.   24.  340.  231.6],51.86675235639879
387,25,307,232,7.5,15.0,[346.   24.  340.  231.6],52.64180847957258
387,25,308,232,7.5,15.0,[346.   24.  340.  231.6],52.02076508472362
387,25,308,232,7.5,15.0,[346.   24.  340.  231.6],52.02076508472362
387,25,309,232,7.5,15.0,[346.   24.  340.  231.6],51.411671826541486
387,25,310,232,7.5,15.0,[346.   24.  340.  231.6],50.81495842761263
387,25,312,232,7.5,15.0,[346.   24.  340.  231.6],49.66044703785901
386,25,313,232,7.5,15.0,[346.   24.  340.  231.6],48.27173085771837
385,25,314,232,7.5,15.0,[346.   24.  340.  231.6],46.88453902940712
385,25,314,232,7.5,15.0,[346.   24.  340.  231.6],46.88453902940712
385,25,315,232,7.5,15.0,[346.   24.  340.  231.6],46.337457849994315
384,25,315,232,7.5,15.0,[346.   24.  340.  231.6],45.499010978261936
384,25,315,232,7.5,15.0,[346.   24.  340.  231.6],45.499010978261936
385,25,315,232,7.5,15.0,[346.   24.  340.  231.6],46.337457849994315
385,25,315,232,7.5,15.0,[346.   24.  340.  231.6],46.337457849994315
386,25,315,232,7.5,15.0,[346.   24.  340.  231.6],47.182200033487206
386,25,315,232,7.5,15.0,[346.   24.  340.  231.6],47.182200033487206
386,25,315,232,7.5,15.0,[346.   24.  340.  231.6],47.182200033487206
386,25,315,232,7.5,15.0,[346.   24.  340.  231.6],47.182200033487206
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,315,232,7.5,15.0,[346.   24.  340.  231.6],48.03290538786926
387,25,316,232,7.5,15.0,[346.   24.  340.  231.6],47.52010100999365
387,25,316,232,7.5,15.0,[346.   24.  340.  231.6],47.52010100999365
387,25,316,232,7.5,15.0,[346.   24.  340.  231.6],47.52010100999365
387,25,317,232,7.5,15.0,[346.   24.  340.  231.6],47.022973108896466
386,25,317,232,7.5,15.0,[346.   24.  340.  231.6],46.15365640986638
386,25,317,232,7.5,15.0,[346.   24.  340.  231.6],46.15365640986638
386,25,318,232,7.5,15.0,[346.   24.  340.  231.6],45.66355220523256
386,25,318,232,7.5,15.0,[346.   24.  340.  231.6],45.66355220523256
386,25,318,232,7.5,15.0,[346.   24.  340.  231.6],45.66355220523256
386,25,318,232,7.5,15.0,[346.   24.  340.  231.6],45.66355220523256
386,25,319,232,7.5,15.0,[346.   24.  340.  231.6],45.19026443826148
386,25,319,232,7.5,15.0,[346.   24.  340.  231.6],45.19026443826148
386,25,320,232,7.5,15.0,[346.   24.  340.  231.6],44.73432686427728
386,25,320,232,7.5,15.0,[346.   24.  340.  231.6],44.73432686427728
386,25,319,232,7.5,15.0,[346.   24.  340.  231.6],45.19026443826148
386,25,319,232,7.5,15.0,[346.   24.  340.  231.6],45.19026443826148
386,25,319,232,7.5,15.0,[346.   24.  340.  231.6],45.19026443826148
386,25,320,232,7.5,15.0,[346.   24.  340.  231.6],44.73432686427728
